Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Non-Failure,Temperature difference [K],Power [W],Strain [minNm]
M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,1,10.899999999999977,4079.2114483679998,1410.0
L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,1,11.0,6695.885854455,3354.0
L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,1,11.0,6762.718002096,3968.0
M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,1,11.0,6955.444239198,3952.4
L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,1,11.100000000000023,7575.950675475,4505.0
H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,1,11.099999999999966,6664.805031171,3880.2000000000003
H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,1,11.099999999999966,5352.8026367024995,3063.6
H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,1,11.100000000000023,6445.417144446001,4044.9
L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,1,11.100000000000023,6327.1675970999995,4324.8
L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,1,11.199999999999989,8070.9923732865,5688.8
L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,1,11.100000000000023,5471.18831973,3201.2
M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,1,11.100000000000023,6303.668484078,4471.2
L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,1,11.099999999999966,4912.780698168,2985.8999999999996
M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,1,11.099999999999966,5347.933168095,3277.0
M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,1,11.199999999999989,5361.787591681499,3584.3999999999996
L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,1,11.100000000000023,6988.9964487,5593.0
H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,1,11.199999999999989,8239.015220184001,7163.200000000001
L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,1,11.299999999999955,6813.318587712,5569.200000000001
L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,1,11.399999999999977,4936.133203533001,3852.8
L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,1,11.399999999999977,6394.292960055001,5551.0
L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,1,11.399999999999977,6343.1792476395,5398.8
L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,1,11.399999999999977,5141.5305309899995,3939.6
L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,1,11.399999999999977,8112.702251703,7493.6
H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,1,11.5,6649.9767138629995,6472.2
M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,1,11.5,4011.8661739275,2759.9
M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,1,11.5,8041.471874351999,8876.8
L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,1,11.399999999999977,5132.692183668,4633.900000000001
L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,1,11.5,6862.3169610765,6810.1
L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,1,11.5,6036.25611771,5967.0
M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,1,11.399999999999977,8021.7112565835,8974.5
L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,1,11.399999999999977,5085.6101818199995,4487.2
L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,1,11.300000000000011,8187.304605165,9520.0
L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,1,11.300000000000011,6054.47735508,6415.2
M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,1,11.300000000000011,7169.449530516,7445.599999999999
M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,1,11.300000000000011,7707.8242629465,9235.1
L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,1,11.300000000000011,7520.030326305,8058.0
L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,1,11.200000000000045,5784.92870571,5676.0
L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,1,11.300000000000011,7742.224702464,8908.800000000001
M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,1,11.300000000000011,6236.564065074001,7497.6
M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,1,11.300000000000011,4642.687506072,4331.8
M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,1,11.300000000000011,6997.58346861,7644.0
M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,1,11.300000000000011,6175.554335811,7381.5
M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0,1,11.400000000000034,6789.107380356,8948.800000000001
L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0,0,11.300000000000011,8294.558578236,11058.9
M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0,1,11.399999999999977,5106.2295015795,5461.900000000001
L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0,1,11.400000000000034,5447.647318806,6036.8
L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0,0,11.400000000000034,7885.648878912,11721.6
M,300.4,311.7,1511,33.0,200,0,0,0,0,0,0,1,11.300000000000011,5221.641143565,6600.0
H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,1,11.200000000000045,5531.50689861,6252.400000000001
M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0,1,11.199999999999989,6421.415376599999,0.0
L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0,0,11.200000000000045,9625.8398796,229.79999999999998
M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0,1,11.300000000000011,6301.877776267501,193.5
H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0,1,11.300000000000011,8398.252079637,449.6
L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0,1,11.099999999999966,7273.6875746430005,685.1
H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0,1,11.199999999999989,7541.644483737001,819.0
M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0,1,11.199999999999989,4289.74004382,418.0
L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0,1,11.199999999999989,6322.224824663999,894.6999999999999
L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,1,11.199999999999989,5219.819019828001,805.0000000000001
L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0,1,11.300000000000011,5279.4988082025,796.5
H,300.3,311.5,1464,41.0,29,0,0,0,0,0,0,1,11.199999999999989,6285.69857412,1189.0
L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0,1,11.099999999999966,4568.210816316,843.2
L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0,1,11.199999999999989,5458.475341472999,1148.3999999999999
L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,1,11.199999999999989,5851.404806184,1276.8
M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0,1,11.199999999999989,7157.4381746174995,1892.0
L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0,1,11.199999999999989,4543.99960896,1100.8
L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0,1,11.200000000000045,6195.534865065,1755.0
L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0,1,11.199999999999989,5082.552364974,1259.6000000000001
L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0,1,11.200000000000045,4466.5593501375,1151.5
L,300.4,311.7,1513,40.0,51,0,0,0,0,0,0,1,11.300000000000011,6337.6395726,2040.0
M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0,1,11.200000000000045,5786.311006475999,1929.1999999999998
L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0,1,11.199999999999989,5027.553549648,1612.8
L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0,1,11.199999999999989,8830.0011575265,3485.8
L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0,1,11.300000000000011,6097.2344310465005,2526.0
L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0,1,11.199999999999989,7092.585230346,2864.4
L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0,1,11.199999999999989,6854.431563525,3040.0
M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0,1,11.300000000000011,6625.859754286499,2699.4
L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0,1,11.300000000000011,6027.4072984125,2656.5
L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0,1,11.299999999999955,5305.071372373501,2080.3
L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,1,11.299999999999955,7083.097620543001,3482.1000000000004
H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0,1,11.299999999999955,6282.55698147,3030.0
L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0,1,11.399999999999977,6126.8596497359995,3264.0
M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0,1,11.400000000000034,8268.357695535,4575.599999999999
H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0,1,11.5,5188.905748152,2516.0
L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,1,11.399999999999977,7978.5562455479985,4716.0
L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,1,11.399999999999977,6028.08797682,3588.0
L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,1,11.5,5369.987148497999,2660.2000000000003
L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,1,11.399999999999977,6028.779127203,4022.3999999999996
M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0,1,11.299999999999955,6479.472008772,3978.8
L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,1,11.399999999999977,7183.4400897840005,5009.6
L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,1,11.400000000000034,8709.311639889,5994.6
M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0,1,11.5,6545.026575402,4326.0
M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,1,11.5,6958.83715926,4849.2
L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,1,11.5,5145.174778464,3196.8
L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0,1,11.5,6865.573745457001,5491.8
M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0,1,11.5,7445.469860745,5635.0
L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0,1,11.5,6252.9108188295,4330.6
M,300.0,311.4,1537,35.4,120,0,0,0,0,0,0,1,11.399999999999977,5697.780925599,4248.0
L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0,1,11.399999999999977,3948.56308203,2091.0
M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,1,11.399999999999977,5987.24727237,4875.0
L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0,1,11.5,5582.81957856,4096.0
L,300.0,311.5,1455,41.7,130,0,0,0,0,0,0,1,11.5,6353.714054992501,5421.0
L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0,1,11.399999999999977,4964.156209971,3247.2000000000003
M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,1,11.400000000000034,5064.791894526,3805.6
L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0,1,11.399999999999977,5763.2203004984995,4918.3
H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0,1,11.5,4747.888971945,3530.6
L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0,1,11.399999999999977,3723.5412724860003,2390.4
L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0,1,11.399999999999977,6623.294120289001,6745.200000000001
M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0,1,11.399999999999977,5216.635539276,4321.599999999999
L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,1,11.400000000000034,4604.401963644,3684.3999999999996
H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0,1,11.400000000000034,6185.104777467,6395.4
L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0,1,11.300000000000011,8267.498993544,8405.6
L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0,1,11.400000000000034,6124.3777915425,6096.0
M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0,1,11.300000000000011,5870.0135066474995,5751.0
L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,1,11.300000000000011,8739.9107523,10593.0
M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0,1,11.300000000000011,6735.951632718,7398.099999999999
M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,1,11.300000000000011,5839.5295859670005,6069.000000000001
L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,1,11.399999999999977,4931.378926656001,4895.900000000001
H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0,1,11.300000000000011,5604.706007354999,6264.999999999999
M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,1,11.399999999999977,6838.807376079,7668.0
L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,1,11.399999999999977,5749.95230754,6771.0
L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0,1,11.399999999999977,6500.457847674,7159.500000000001
L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0,1,11.399999999999977,7081.6524879240005,8527.2
L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0,1,11.399999999999977,5628.7182471765,6558.3
L,300.1,311.4,1604,35.0,191,0,0,0,0,0,0,1,11.299999999999955,5878.9670457,6685.0
L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0,1,11.300000000000011,5470.036402425,5983.0
L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,1,11.400000000000034,7068.834789912001,9594.0
L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0,1,11.300000000000011,6820.146315737999,9337.8
L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,1,11.400000000000034,5213.57772243,6169.0
L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0,1,11.399999999999977,7270.818253355999,9487.2
L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0,1,11.399999999999977,5403.0052872495,6313.3
M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0,1,11.599999999999966,7110.4713645,9942.5
L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0,1,11.599999999999966,6704.975529189001,8860.800000000001
L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0,1,11.600000000000023,4368.237972168,4872.0
M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,1,11.400000000000034,5893.6278114,7420.0
L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0,1,11.400000000000034,7046.571369999,10943.5
H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0,1,11.400000000000034,6107.4550791345,8180.900000000001
M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0,0,11.399999999999977,6892.088787422999,10633.8
M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0,1,11.399999999999977,5576.285065848,0.0
L,300.4,311.7,1373,47.2,3,0,0,0,0,0,0,1,11.300000000000011,6786.426554628,141.60000000000002
L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0,1,11.399999999999977,5949.3910809375,187.5
L,300.3,311.7,1317,56.5,7,0,0,0,0,0,0,1,11.399999999999977,7792.2493294275,395.5
L,300.3,311.8,1551,37.2,9,0,0,0,0,0,0,1,11.5,6042.036648186,334.8
M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0,1,11.5,5351.514583716001,353.1
L,300.4,311.8,1433,42.2,14,0,0,0,0,0,0,1,11.400000000000034,6332.675856213001,590.8000000000001
L,300.5,311.9,1432,43.1,16,0,0,0,0,0,0,1,11.399999999999977,6463.219502796001,689.6
L,300.5,311.9,1350,51.7,18,0,0,0,0,0,0,1,11.399999999999977,7308.915300225,930.6
M,300.5,311.9,1370,44.8,20,0,0,0,0,0,0,1,11.399999999999977,6427.279682879999,896.0
L,300.5,312.0,1415,44.6,23,0,0,0,0,0,0,1,11.5,6608.759018295,1025.8
L,300.5,312.0,1498,42.9,25,0,0,0,0,0,0,1,11.5,6729.731279271,1072.5
M,300.5,312.0,1382,54.1,27,0,0,0,0,0,0,1,11.5,7829.498146280999,1460.7
M,300.5,311.9,1511,44.5,30,0,0,0,0,0,0,1,11.399999999999977,7041.3039663225,1335.0
L,300.5,311.9,1330,59.5,33,0,0,0,0,0,0,1,11.399999999999977,8286.997811924999,1963.5
L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0,1,11.399999999999977,7313.7847688325,1767.5
L,300.5,311.9,1431,49.4,37,0,0,0,0,0,0,1,11.399999999999977,7402.786088606999,1827.8
L,300.5,312.0,1461,38.1,39,0,0,0,0,0,0,1,11.5,5829.1309142955,1485.9
H,300.4,311.9,1438,46.7,41,0,0,0,0,0,1,0,11.5,7032.413259123001,1914.7
M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0,1,11.5,5160.4115028165,1274.2
M,300.6,312.1,1293,52.3,49,0,0,0,0,0,0,1,11.5,7081.558240144499,2562.7
L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0,1,11.599999999999966,7492.447142838,2844.4
L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,1,11.699999999999989,5968.020725352,2008.8000000000002
L,300.7,312.4,1470,38.6,56,0,0,0,0,0,0,1,11.699999999999989,5942.00833821,2161.6
L,300.7,312.3,1548,37.9,58,0,0,0,0,0,0,1,11.600000000000023,6143.824250045999,2198.2
L,300.7,312.3,1898,24.0,60,0,0,0,0,0,0,1,11.600000000000023,4770.1942797599995,1440.0
H,300.7,312.2,1335,49.0,62,0,0,0,0,0,0,1,11.5,6850.242773325,3038.0
L,300.7,312.3,1420,53.8,67,0,0,0,0,0,0,1,11.600000000000023,8000.170402979999,3604.6
L,300.7,312.3,1418,49.0,69,0,0,0,0,0,0,1,11.600000000000023,7276.13801691,3381.0
M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,1,11.5,6478.016404177499,2861.2999999999997
H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0,1,11.699999999999989,7201.619439252001,3492.8
L,300.8,312.4,1493,39.1,79,0,0,0,0,0,0,1,11.599999999999966,6113.1518338065,3088.9
H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0,1,11.600000000000023,4774.278350205,2211.3
H,300.7,312.3,1446,45.4,86,0,0,0,0,0,0,1,11.600000000000023,6874.684364141999,3904.4
L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0,0,11.599999999999966,9066.7934675325,5378.1
L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0,1,11.600000000000023,6044.110099334999,3375.8999999999996
M,300.6,312.2,2174,18.5,95,0,0,0,0,0,0,1,11.599999999999966,4211.723826345,1757.5
L,300.7,312.4,1590,37.9,98,0,0,0,0,0,0,1,11.699999999999989,6310.517156055,3714.2
L,300.7,312.3,1577,33.2,100,0,0,0,0,0,0,1,11.600000000000023,5482.749380682,3320.0000000000005
M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0,1,11.699999999999989,8858.3173792785,6293.400000000001
L,300.8,312.4,1767,25.6,105,0,0,0,0,0,0,1,11.599999999999966,4737.0190613760005,2688.0
L,300.8,312.5,1517,39.2,107,0,0,0,0,0,0,1,11.699999999999989,6227.306838732,4194.400000000001
M,300.9,312.6,1555,40.6,109,0,0,0,0,0,0,1,11.700000000000045,6611.272292415,4425.400000000001
L,300.9,312.7,1416,43.8,112,0,0,0,0,0,0,1,11.800000000000011,6494.802980903999,4905.599999999999
M,300.8,312.6,1588,35.6,114,0,0,0,0,0,0,1,11.800000000000011,5920.100965464,4058.4
L,300.8,312.6,1422,50.0,117,0,0,0,0,0,0,1,11.800000000000011,7445.5745805,5850.0
L,300.8,312.6,1376,53.6,119,0,0,0,0,0,0,1,11.800000000000011,7723.4589223680005,6378.400000000001
L,300.8,312.5,1434,50.7,121,0,0,0,0,0,0,1,11.699999999999989,7613.524123569,6134.700000000001
L,300.8,312.5,1423,47.3,123,0,0,0,0,0,0,1,11.699999999999989,7048.466797564499,5817.9
L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0,1,11.5,7498.98165555,6562.5
L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0,1,11.599999999999966,4548.502558425,3022.6
L,300.8,312.4,1365,44.5,129,0,0,0,0,0,0,1,11.599999999999966,6360.9397180875,5740.5
M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0,1,11.600000000000023,7068.16458348,6183.200000000001
L,300.8,312.3,1435,44.8,134,0,0,0,0,0,0,1,11.5,6732.223609439999,6003.2
M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0,1,11.599999999999966,4760.1516552555,3413.6000000000004
M,300.8,312.4,1465,43.7,139,0,0,0,0,0,0,1,11.599999999999966,6704.2110749775,6074.3
L,300.9,312.4,1372,51.0,142,0,0,0,0,0,0,1,11.5,7327.45069686,7242.0
L,300.8,312.3,1858,26.3,144,0,0,0,0,0,0,1,11.5,5117.172715977,3787.2000000000003
L,300.7,312.3,1715,26.8,146,0,0,0,0,0,0,1,11.600000000000023,4813.12937931,3912.8
L,300.7,312.2,1590,38.5,148,0,0,0,0,0,0,1,11.5,6410.419802325,5698.0
M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0,1,11.399999999999977,4478.319378623999,3855.0
L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,1,11.400000000000034,5842.608346763999,5645.7
L,300.7,312.1,1498,44.0,155,0,0,0,0,0,0,1,11.400000000000034,6902.28849156,6820.0
L,300.7,312.1,1395,41.9,157,0,0,0,0,0,0,1,11.400000000000034,6120.9220396274995,6578.3
H,300.7,312.1,1490,43.1,159,0,0,0,0,0,0,1,11.400000000000034,6724.997946345,6852.900000000001
H,300.8,312.1,1527,35.1,164,0,0,0,0,0,0,1,11.300000000000011,5612.7380125635,5756.400000000001
L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0,1,11.300000000000011,5874.275600676,6269.900000000001
L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0,1,11.200000000000045,6544.733360088,7250.4
L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0,1,11.300000000000011,6509.013451657499,7144.9
L,300.8,312.0,1496,40.0,175,0,0,0,0,0,0,1,11.199999999999989,6266.4301392,7000.0
L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0,1,11.199999999999989,7134.829179512999,8726.1
L,300.7,311.9,1419,47.7,179,0,0,0,0,0,0,1,11.199999999999989,7088.0927528565,8538.300000000001
L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0,1,11.199999999999989,6078.081187857,7185.700000000001
M,300.8,312.0,1450,45.0,183,0,0,0,0,0,0,1,11.199999999999989,6832.96401375,8235.0
H,300.7,311.9,1389,46.5,186,0,0,0,0,0,0,1,11.199999999999989,6763.6918958175,8649.0
M,300.7,311.9,1697,28.2,191,0,0,0,0,0,0,1,11.199999999999989,5011.405763427,5386.2
L,300.7,311.9,1335,57.1,194,1,0,0,0,1,0,0,11.199999999999989,7982.6298440175,11077.4
L,300.7,311.9,1476,42.0,196,0,0,0,0,0,0,1,11.199999999999989,6491.78705196,8232.0
L,300.6,311.7,1497,43.6,198,0,0,0,0,0,0,1,11.099999999999966,6834.974633046,8632.800000000001
M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0,1,11.0,5103.496315973999,5840.0
L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0,1,11.0,7313.6276892,9744.0
L,300.7,311.7,1499,38.4,205,0,0,0,0,0,0,1,11.0,6027.836649408,7872.0
L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0,1,11.100000000000023,6485.105931591,8673.3
L,300.8,311.8,1928,21.8,209,0,0,0,0,0,0,1,11.0,4401.413190552,4556.2
M,300.8,311.9,1621,28.3,211,0,0,0,0,0,0,1,11.099999999999966,4803.9454567965,5971.3
M,300.8,311.9,1356,44.3,214,0,0,0,0,0,0,1,11.099999999999966,6290.599458653999,9480.199999999999
L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0,1,10.899999999999977,7239.90498168,10068.8
L,300.8,311.7,1578,31.4,219,0,0,0,0,0,0,1,10.899999999999977,5188.780084446,6876.599999999999
L,300.8,311.7,1681,31.3,221,0,0,0,0,0,0,1,10.899999999999977,5509.861325251501,6917.3
L,300.8,311.8,1417,43.4,223,0,0,0,0,0,0,1,11.0,6440.034549038999,9678.199999999999
M,300.7,311.7,1532,40.0,0,0,0,0,0,0,0,1,11.0,6417.2265864,0.0
M,300.7,311.7,1499,38.9,3,0,0,0,0,0,0,1,11.0,6106.3241057805,116.69999999999999
L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0,1,10.899999999999977,6868.107963527999,274.79999999999995
L,300.8,311.7,1753,29.0,8,0,0,0,0,0,0,1,10.899999999999977,5323.638184935,232.0
L,300.8,311.7,1414,49.0,10,0,0,0,0,0,0,1,10.899999999999977,7255.61294493,490.0
L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,1,10.899999999999977,5580.6204637050005,386.40000000000003
L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0,1,10.800000000000011,5651.683289447999,498.40000000000003
L,300.8,311.7,1426,45.5,16,0,0,0,0,0,0,1,10.899999999999977,6794.531863665,728.0
L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0,1,10.899999999999977,6102.2923952129995,709.1999999999999
M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0,1,10.800000000000011,5980.712759657999,728.0
L,300.8,311.6,1568,36.0,23,0,0,0,0,0,0,1,10.800000000000011,5911.22073024,828.0
M,300.9,311.8,1843,24.5,25,0,0,0,0,0,0,1,10.900000000000034,4728.4634573925,612.5
M,300.9,311.9,1480,40.9,28,0,0,0,0,0,0,1,11.0,6338.89620966,1145.2
L,301.0,312.0,1447,36.8,31,0,0,0,0,0,0,1,11.0,5576.285065848,1140.8
L,301.0,311.9,1454,41.9,33,0,0,0,0,0,0,1,10.899999999999977,6379.799745963,1382.7
M,300.9,311.9,1310,56.1,35,0,0,0,0,0,0,1,11.0,7695.9595147049995,1963.5
H,300.9,311.9,1513,38.0,38,0,0,0,0,0,0,1,11.0,6020.75759397,1444.0
H,300.9,311.9,2140,16.5,43,0,0,0,0,0,0,1,11.0,3697.65454905,709.5
L,301.0,312.1,1377,49.9,48,0,0,0,0,0,0,1,11.100000000000023,7195.5352214865,2395.2
L,301.0,312.1,1585,32.3,50,0,0,0,0,0,0,1,11.100000000000023,5361.180217102499,1614.9999999999998
H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0,1,11.099999999999966,6651.442790433,2215.2000000000003
L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0,1,11.199999999999989,7809.5804488799995,3363.0
L,301.0,312.2,1372,47.0,59,0,0,0,0,0,0,1,11.199999999999989,6752.74868142,2773.0
L,301.0,312.2,1510,39.9,61,0,0,0,0,0,0,1,11.199999999999989,6309.260518995,2433.9
L,300.9,312.1,1423,40.2,63,0,0,0,0,0,0,1,11.200000000000045,5990.451696873,2532.6000000000004
L,301.1,312.3,1464,35.3,65,0,0,0,0,0,0,1,11.199999999999989,5411.833162596,2294.5
L,301.0,312.2,1602,35.9,67,0,0,0,0,0,0,1,11.199999999999989,6022.621605609,2405.2999999999997
M,301.0,312.2,1629,32.6,69,0,0,0,0,0,0,1,11.199999999999989,5561.184477177,2249.4
L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0,1,11.300000000000011,4399.821450275999,1670.3999999999999
L,300.9,312.1,1711,28.8,74,0,0,0,0,0,0,1,11.200000000000045,5160.254423184,2131.2000000000003
M,300.9,312.1,1297,48.6,76,0,0,0,0,0,0,1,11.200000000000045,6600.925980621,3693.6
L,301.0,312.1,1405,46.1,79,0,0,0,0,0,0,1,11.100000000000023,6782.7508912275,3641.9
